tick,angle,x,y,vx,vy,horizontal_bps,vertical_bps
181,-90.0,464.68540145748676,-263.779370006953,3.0096410355832073,-1.4414726478587176,60.19282071166415,-28.829452957174354
182,-90.0,467.6649461114163,-265.27041323087434,2.979544653929549,-1.4910432239213312,59.59089307859098,-29.82086447842662
183,0.0,470.74932929977007,-266.6031533803117,3.084383188353735,-1.33274014943739,61.6876637670747,-26.6548029887478
184,-90.0,473.80286868565526,-267.9876387537062,3.053539385885168,-1.3844853733945222,61.07078771770336,-27.689707467890443
185,-90.0,476.8258727068024,-269.4228344475657,3.023004021147137,-1.4351956938594734,60.460080422942745,-28.703913877189468
186,-90.0,479.8186467165677,-270.9077262564481,2.9927740097652786,-1.4848918088823484,59.855480195305574,-29.69783617764697
187,0.0,482.9155788762397,-272.2350408577155,3.0969321596720194,-1.3273146012674113,61.938643193440384,-26.546292025348226
188,-90.0,485.9815417438496,-273.6142091937999,3.065962867609946,-1.3791683360844589,61.31925735219892,-27.583366721689178
189,-90.0,489.01684501202277,-275.0441941909941,3.035303268173147,-1.4299849971941971,60.70606536346294,-28.59969994388394
190,-90.0,492.0217952764611,-276.5239795170451,3.0049502644383232,-1.4797853260509914,60.09900528876646,-29.595706521019828
191,0.0,495.1303269407509,-277.8467902003676,3.1085316642897984,-1.322810683322496,62.17063328579597,-26.45621366644992
192,-90.0,498.20777331804305,-279.22154469678014,3.0774463772921687,-1.3747544964125364,61.54892754584338,-27.495089928250728
193,-90.0,501.2544452609111,-280.6472041310117,3.0466719428680626,-1.4256594342315259,60.93343885736125,-28.513188684630517
194,-90.0,504.2706505134058,-282.12275040527675,3.01620525249471,-1.47554627426507,60.3241050498942,-29.5109254853014
195,0.0,507.38994691646104,-283.44182224485127,3.119296403055193,-1.319071839574545,62.38592806110386,-26.381436791490902
196,-90.0,510.4780503852336,-284.8129126743195,3.08810346877257,-1.3710904294682318,61.7620693754514,-27.421808589364637
197,-90.0,513.5352728487688,-286.2349813228757,3.057222463535294,-1.4220686485562206,61.14444927070588,-28.441372971124412
198,-90.0,516.5619231168247,-287.70700862711044,3.0266502680558864,-1.472027304234782,60.53300536111773,-29.44054608469564
199,0.0,519.6912465451524,-289.02297673505785,3.1293234283276505,-1.315968107947424,62.58646856655301,-26.31936215894848
200,-90.0,522.7892767690403,-290.3910255074723,3.098030223887928,-1.368048772414454,61.96060447775856,-27.360975448289082
201,-90.0,525.8563267202344,-291.8101133320578,3.067049951194167,-1.4190878245855036,61.34099902388334,-28.38175649171007
202,-90.0,528.8927062011663,-293.27921942874445,3.0363794809318927,-1.4691060966866247,60.72758961863785,-29.382121933732495
203,-90.0,531.8987219162461,-294.7973434330442,3.006015715079745,-1.5181240042997464,60.120314301594895,-30.362480085994928
204,0.0,535.011724352946,-296.1539688312402,3.113002436699837,-1.3566253981960248,62.26004873399674,-27.132507963920496
205,-90.0,538.0935967949667,-297.56186174887375,3.0818724420207433,-1.4078929176335593,61.63744884041486,-28.157858352671184
206,-90.0,541.1446505419583,-299.01999683653395,3.051053746991562,-1.4581350876601933,61.02107493983124,-29.162701753203866
207,-90.0,544.165193780577,-300.5273692517785,3.0205432386187625,-1.507372415244588,60.41086477237525,-30.14744830489176
208,0.0,547.291620499125,-301.8745117482433,3.126426718547967,-1.3471424964648118,62.528534370959335,-26.942849929296237
209,-90.0,550.3867829803033,-303.27311142199943,3.095162481178416,-1.3985996737560984,61.90324962356832,-27.97199347512197
210,-90.0,553.4509938661878,-304.72213913048245,3.0642108858844015,-1.4490277084830272,61.28421771768803,-28.980554169660543
211,-90.0,556.4845626724359,-306.2205863139597,3.03356880624815,-1.498447183477256,60.671376124963,-29.96894366954512
212,0.0,559.623089464903,-307.55985675585254,3.138526792467152,-1.3392704418928132,62.77053584934304,-26.785408837856263
213,-90.0,562.7302310193769,-308.95074181597795,3.1071415544738046,-1.3908850601253924,62.14283108947609,-27.81770120250785
214,-90.0,565.806301187938,-310.3922092029557,3.0760701685610776,-1.4414673869777908,61.52140337122155,-28.829347739555814
215,-90.0,568.8516106841491,-311.88324727121363,3.045309496211158,-1.4910380682579225,60.906189924223156,-29.82076136515845
216,0.0,572.0011006076193,-313.2159828733558,3.1494899234700964,-1.332735602142175,62.989798469401926,-26.6547120428435
217,-90.0,575.1190956618906,-314.60046379040097,3.117995054271272,-1.3844809170451249,62.35990108542544,-27.6896183409025
218,-90.0,578.2059107953546,-316.03565511703795,3.086815133464077,-1.4351913266369791,61.73630266928154,-28.703826532739583
219,-90.0,581.2618578069222,-317.52054264604214,3.0559470115675995,-1.4848875290042207,61.11894023135199,-29.697750580084413
220,0.0,584.4213308576439,-318.84785347245696,3.1594730507216364,-1.3273108264148294,63.18946101443273,-26.54621652829659
221,-90.0,587.5492092079894,-320.2270181091858,3.127878350345503,-1.3791646367288568,62.55756700691006,-27.583292734577135
222,-90.0,590.6458088046612,-321.65699948101144,3.0965995966718207,-1.4299813718256364,61.931991933436414,-28.59962743651273
223,-90.0,593.7114424348978,-323.1367812542012,3.0656336302365776,-1.479781773189733,61.31267260473155,-29.595635463794657
224,0.0,596.8800503153466,-324.4595888039,3.1686078804488504,-1.322807549698805,63.372157608977005,-26.4561509939761
225,-90.0,600.0169721472091,-325.83434022936126,3.1369218318625616,-1.3747514254612596,62.73843663725123,-27.495028509225193
